Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PSCH,PSCD,PSCA,MaxCH,MaxCD,MaxCA,AvgCH,AvgCD,AvgCA
Russia,Premier League,2023/2024,30/07/2023,18:00,Akhmat Grozny,CSKA Moscow,2,3,A,3.37,3.27,2.32,3.65,3.39,2.36,3.4,3.24,2.22
Russia,Premier League,2023/2024,30/07/2023,18:00,Krasnodar,Sochi,2,0,H,1.86,3.67,4.43,1.89,3.92,4.8,1.78,3.74,4.42
Russia,Premier League,2023/2024,31/07/2023,17:30,Spartak Moscow,Baltika,2,1,H,1.52,4.62,6.12,1.55,5.2,7.3,1.47,4.69,6.4
Russia,Premier League,2023/2024,04/08/2023,18:00,Krasnodar,Pari NN,1,0,H,1.49,4.31,7.51,1.57,4.38,7.8,1.51,4.09,6.77
Russia,Premier League,2023/2024,05/08/2023,13:00,Krylya Sovetov,FK Rostov,5,1,H,2.23,3.41,3.42,2.32,3.52,3.53,2.21,3.38,3.29
Russia,Premier League,2023/2024,05/08/2023,15:30,Orenburg,Ural,0,2,A,2.28,3.67,3.1,2.3,3.77,3.17,2.25,3.57,3.02
Russia,Premier League,2023/2024,05/08/2023,15:30,Rubin Kazan,Spartak Moscow,1,4,A,3.5,3.77,2.07,3.62,3.9,2.2,3.36,3.67,2.09
Russia,Premier League,2023/2024,05/08/2023,18:00,CSKA Moscow,Lokomotiv Moscow,4,1,H,1.77,4.1,4.4,1.88,4.15,4.4,1.78,4.03,4.18
Russia,Premier League,2023/2024,06/08/2023,15:30,Baltika,Fakel Voronezh,2,1,H,2.03,3.44,4,2.08,3.48,4.25,1.99,3.34,3.96
Russia,Premier League,2023/2024,06/08/2023,17:00,Zenit,Dynamo Moscow,2,3,A,1.93,3.8,3.94,1.95,4.27,4.6,1.78,4,4.17
Russia,Premier League,2023/2024,06/08/2023,18:00,Sochi,Akhmat Grozny,1,2,A,2.17,3.59,3.4,2.24,3.59,3.55,2.13,3.48,3.37
Russia,Premier League,2023/2024,11/08/2023,16:00,Ural,Spartak Moscow,3,2,H,3.4,3.32,2.28,3.48,3.41,2.4,3.15,3.3,2.32
Russia,Premier League,2023/2024,12/08/2023,13:00,Lokomotiv Moscow,Krylya Sovetov,1,1,D,1.77,4.22,4.28,1.84,4.26,4.3,1.77,4.07,4.07
Russia,Premier League,2023/2024,12/08/2023,15:30,Orenburg,Krasnodar,0,2,A,3.6,3.96,1.98,3.7,4.04,2.15,3.37,3.82,2.02
Russia,Premier League,2023/2024,12/08/2023,18:00,FK Rostov,Rubin Kazan,3,0,H,1.91,3.59,4.3,1.95,3.68,4.42,1.88,3.49,4.25
Russia,Premier League,2023/2024,13/08/2023,13:00,Dynamo Moscow,Baltika,2,0,H,2.07,3.66,3.59,2.14,3.86,3.69,2.02,3.69,3.48
Russia,Premier League,2023/2024,13/08/2023,15:30,Zenit,Fakel Voronezh,2,0,H,1.4,4.96,8.28,1.41,5.35,9.4,1.38,4.83,8.19
Russia,Premier League,2023/2024,13/08/2023,18:00,CSKA Moscow,Sochi,3,1,H,1.75,3.89,4.85,1.8,4.1,5.35,1.73,3.81,4.8
Russia,Premier League,2023/2024,14/08/2023,17:30,Pari NN,Akhmat Grozny,1,0,H,2.73,2.96,3.04,2.85,3.1,3.04,2.7,2.93,2.92
Russia,Premier League,2023/2024,18/08/2023,17:30,Rubin Kazan,Krylya Sovetov,2,1,H,2.92,3.25,2.62,3.08,3.52,2.62,2.84,3.29,2.52
Russia,Premier League,2023/2024,19/08/2023,13:00,Dynamo Moscow,CSKA Moscow,2,1,H,2.78,3.63,2.51,2.83,3.89,2.52,2.74,3.61,2.43
Russia,Premier League,2023/2024,19/08/2023,15:30,Baltika,Ural,0,1,A,2.68,3.06,3.01,2.68,3.23,3.28,2.5,3.08,3.06
Russia,Premier League,2023/2024,19/08/2023,17:30,Krasnodar,Lokomotiv Moscow,1,1,D,1.87,3.9,4.11,1.88,4.1,4.27,1.83,3.85,4.01
Russia,Premier League,2023/2024,19/08/2023,18:00,Sochi,FK Rostov,4,0,H,2.29,3.32,3.4,2.33,3.48,3.45,2.25,3.26,3.3
Russia,Premier League,2023/2024,20/08/2023,15:30,Fakel Voronezh,Pari NN,2,0,H,2.5,2.83,3.56,2.52,3.07,3.62,2.44,2.8,3.47
Russia,Premier League,2023/2024,20/08/2023,17:30,Spartak Moscow,Zenit,1,3,A,2.83,3.42,2.59,2.92,3.56,2.64,2.76,3.41,2.55
Russia,Premier League,2023/2024,20/08/2023,18:00,Akhmat Grozny,Orenburg,4,0,H,1.91,3.85,3.97,1.95,4.08,3.97,1.9,3.8,3.79
Russia,Premier League,2023/2024,25/08/2023,15:30,Orenburg,CSKA Moscow,1,1,D,3.51,3.86,2.04,4.4,4.27,2.06,3.93,3.91,1.86
Russia,Premier League,2023/2024,25/08/2023,18:00,Fakel Voronezh,Krasnodar,0,0,D,3.43,3.29,2.28,4.1,3.52,2.34,3.63,3.31,2.12
Russia,Premier League,2023/2024,26/08/2023,13:00,Zenit,Ural,4,0,H,1.54,4.25,6.56,1.57,4.38,6.61,1.53,4.15,6.36
Russia,Premier League,2023/2024,26/08/2023,15:30,Rubin Kazan,Dynamo Moscow,2,2,D,3.39,3.67,2.14,3.4,3.84,2.21,3.23,3.63,2.14
Russia,Premier League,2023/2024,26/08/2023,17:30,Spartak Moscow,Akhmat Grozny,0,0,D,1.65,4.49,4.77,1.72,4.49,5,1.66,4.28,4.6
Russia,Premier League,2023/2024,26/08/2023,18:00,Pari NN,FK Rostov,1,0,H,2.88,3.04,2.8,2.91,3.21,2.8,2.81,3,2.75
Russia,Premier League,2023/2024,27/08/2023,15:30,Krylya Sovetov,Baltika,2,1,H,2.33,3.25,3.38,2.34,3.42,3.39,2.28,3.25,3.25
Russia,Premier League,2023/2024,27/08/2023,18:00,Sochi,Lokomotiv Moscow,0,1,A,2.36,3.68,2.96,2.36,3.82,3.18,2.26,3.67,2.99
Russia,Premier League,2023/2024,02/09/2023,11:00,Ural,Akhmat Grozny,0,1,A,2.34,3.25,3.35,2.37,3.44,3.35,2.29,3.23,3.25
Russia,Premier League,2023/2024,02/09/2023,13:15,Pari NN,Rubin Kazan,2,1,H,2.4,3.09,3.42,2.45,3.33,3.54,2.32,3.09,3.36
Russia,Premier League,2023/2024,02/09/2023,15:30,Krylya Sovetov,Fakel Voronezh,3,0,H,1.88,3.52,4.56,1.89,3.65,4.74,1.84,3.45,4.51
Russia,Premier League,2023/2024,02/09/2023,18:00,Krasnodar,Spartak Moscow,2,0,H,2.16,3.83,3.23,2.29,3.91,3.3,2.2,3.72,3.04
Russia,Premier League,2023/2024,03/09/2023,11:00,Orenburg,Sochi,3,0,H,2.53,3.54,2.81,2.53,3.67,2.92,2.44,3.52,2.77
Russia,Premier League,2023/2024,03/09/2023,13:15,Lokomotiv Moscow,Baltika,3,2,H,2.17,3.79,3.24,2.2,3.9,3.69,2.12,3.75,3.32
Russia,Premier League,2023/2024,03/09/2023,15:30,CSKA Moscow,Zenit,1,1,D,2.75,3.18,2.82,3,3.4,2.82,2.8,3.19,2.65
Russia,Premier League,2023/2024,03/09/2023,18:00,FK Rostov,Dynamo Moscow,1,2,A,3.14,3.63,2.28,3.3,3.81,2.6,2.85,3.53,2.4
Russia,Premier League,2023/2024,15/09/2023,17:00,Dynamo Moscow,Pari NN,1,1,D,1.74,4,4.73,1.74,4.06,5.2,1.69,3.91,4.8
Russia,Premier League,2023/2024,16/09/2023,12:00,CSKA Moscow,Krylya Sovetov,2,2,D,1.75,3.91,4.77,1.8,4.02,4.8,1.74,3.86,4.52
Russia,Premier League,2023/2024,16/09/2023,14:30,Akhmat Grozny,Krasnodar,1,1,D,2.94,3.26,2.59,2.94,3.52,2.59,2.83,3.28,2.53
Russia,Premier League,2023/2024,16/09/2023,17:00,Spartak Moscow,Sochi,1,0,H,1.48,4.7,6.7,1.66,4.9,7.02,1.55,4.38,5.8
Russia,Premier League,2023/2024,16/09/2023,19:15,Baltika,FK Rostov,2,2,D,2.08,3.35,3.93,2.11,3.54,3.93,2.06,3.29,3.78
Russia,Premier League,2023/2024,17/09/2023,12:00,Ural,Fakel Voronezh,0,0,D,1.99,3.29,4.38,2.04,3.5,4.58,1.95,3.27,4.29
Russia,Premier League,2023/2024,17/09/2023,14:30,Rubin Kazan,Zenit,0,3,A,4.67,3.67,1.82,5.5,3.87,1.84,4.74,3.7,1.76
Russia,Premier League,2023/2024,17/09/2023,17:00,Lokomotiv Moscow,Orenburg,0,2,A,1.75,4.4,4.19,1.81,4.4,4.32,1.76,4.24,3.99
Russia,Premier League,2023/2024,23/09/2023,12:00,Krylya Sovetov,Sochi,2,1,H,2.03,3.59,3.8,2.04,3.82,4.45,1.92,3.6,3.94
Russia,Premier League,2023/2024,23/09/2023,14:30,Baltika,Akhmat Grozny,1,0,H,2.42,3.34,3.12,2.46,3.5,3.12,2.4,3.29,2.99
Russia,Premier League,2023/2024,23/09/2023,17:00,Spartak Moscow,Dynamo Moscow,1,0,H,2.24,4.08,2.92,2.35,4.2,3.1,2.24,3.98,2.86
Russia,Premier League,2023/2024,24/09/2023,12:00,Pari NN,Orenburg,3,1,H,2.94,3.32,2.56,2.94,3.41,2.76,2.74,3.27,2.61
Russia,Premier League,2023/2024,24/09/2023,14:30,Zenit,Lokomotiv Moscow,1,2,A,1.53,4.49,6.12,1.54,4.81,6.54,1.49,4.52,6.22
Russia,Premier League,2023/2024,24/09/2023,17:00,FK Rostov,CSKA Moscow,3,3,D,2.76,3.48,2.61,2.89,3.66,2.65,2.71,3.43,2.54
Russia,Premier League,2023/2024,24/09/2023,17:00,Krasnodar,Ural,2,0,H,1.64,4.07,5.52,1.69,4.08,5.8,1.64,3.92,5.32
Russia,Premier League,2023/2024,25/09/2023,17:00,Fakel Voronezh,Rubin Kazan,0,1,A,2.86,3.07,2.8,2.86,3.24,2.94,2.73,3.03,2.8
Russia,Premier League,2023/2024,29/09/2023,17:00,FK Rostov,Ural,2,2,D,2.13,3.31,3.8,2.25,3.51,3.8,2.15,3.26,3.54
Russia,Premier League,2023/2024,30/09/2023,10:00,Orenburg,Zenit,3,1,H,4.68,4.07,1.74,4.76,4.24,1.78,4.43,3.98,1.73
Russia,Premier League,2023/2024,30/09/2023,12:15,Lokomotiv Moscow,Pari NN,1,0,H,1.8,3.82,4.57,1.85,3.87,4.85,1.78,3.72,4.45
Russia,Premier League,2023/2024,30/09/2023,14:30,Rubin Kazan,Krasnodar,0,2,A,3.11,3.38,2.41,3.37,3.55,2.45,3.07,3.34,2.34
Russia,Premier League,2023/2024,30/09/2023,17:00,CSKA Moscow,Baltika,1,0,H,1.76,3.87,4.8,1.8,4.12,5.38,1.74,3.8,4.69
Russia,Premier League,2023/2024,01/10/2023,12:00,Fakel Voronezh,Sochi,2,0,H,2.65,3.04,3.07,2.8,3.1,3.07,2.65,2.98,2.93
Russia,Premier League,2023/2024,01/10/2023,14:30,Krylya Sovetov,Spartak Moscow,4,0,H,2.88,3.58,2.46,3.18,3.72,2.5,2.91,3.54,2.37
Russia,Premier League,2023/2024,01/10/2023,17:00,Akhmat Grozny,Dynamo Moscow,1,1,D,3.32,3.85,2.12,3.37,4.03,2.14,3.22,3.78,2.09
Russia,Premier League,2023/2024,07/10/2023,10:00,Ural,Lokomotiv Moscow,2,2,D,2.58,3.34,2.89,2.71,3.5,2.89,2.55,3.31,2.76
Russia,Premier League,2023/2024,07/10/2023,12:00,Sochi,Zenit,0,2,A,6.81,4.34,1.51,7.06,4.76,1.57,6.17,4.19,1.53
Russia,Premier League,2023/2024,07/10/2023,14:30,Baltika,Orenburg,1,0,H,2.23,3.73,3.16,2.24,3.75,3.39,2.16,3.61,3.17
Russia,Premier League,2023/2024,07/10/2023,17:00,Krasnodar,FK Rostov,3,2,H,1.78,3.73,4.83,1.78,4.02,5.4,1.7,3.79,4.9
Russia,Premier League,2023/2024,08/10/2023,12:00,Pari NN,Krylya Sovetov,2,0,H,2.94,3.21,2.62,3,3.35,2.64,2.88,3.16,2.55
Russia,Premier League,2023/2024,08/10/2023,14:30,Dynamo Moscow,Fakel Voronezh,0,0,D,1.51,4.46,6.55,1.52,4.6,6.7,1.48,4.32,6.38
Russia,Premier League,2023/2024,08/10/2023,17:00,Akhmat Grozny,Rubin Kazan,0,1,A,2.15,3.66,3.39,2.16,3.68,3.55,2.1,3.54,3.36
Russia,Premier League,2023/2024,08/10/2023,17:00,Spartak Moscow,CSKA Moscow,2,2,D,2.44,3.63,2.87,2.56,3.69,3.01,2.35,3.58,2.89
Russia,Premier League,2023/2024,21/10/2023,10:00,Orenburg,Fakel Voronezh,1,2,A,1.81,3.83,4.5,1.85,3.89,4.6,1.8,3.71,4.37
Russia,Premier League,2023/2024,21/10/2023,12:00,Rubin Kazan,CSKA Moscow,0,0,D,3.28,3.3,2.35,3.33,3.58,2.35,3.17,3.33,2.28
Russia,Premier League,2023/2024,21/10/2023,14:30,Lokomotiv Moscow,Dynamo Moscow,0,0,D,2.28,3.79,3.03,2.33,3.98,3.2,2.23,3.73,3.01
Russia,Premier League,2023/2024,21/10/2023,17:00,Baltika,Krasnodar,2,2,D,3.6,3.37,2.18,3.7,3.5,2.25,3.47,3.32,2.16
Russia,Premier League,2023/2024,22/10/2023,10:00,Ural,Sochi,1,4,A,2.2,3.32,3.61,2.24,3.43,3.66,2.16,3.25,3.54
Russia,Premier League,2023/2024,22/10/2023,12:00,Spartak Moscow,Pari NN,2,0,H,1.7,3.71,5.56,1.72,3.87,6,1.66,3.7,5.57
Russia,Premier League,2023/2024,22/10/2023,14:30,Zenit,Krylya Sovetov,3,1,H,1.42,4.82,7.84,1.42,5.45,8.5,1.4,4.82,7.75
Russia,Premier League,2023/2024,22/10/2023,17:00,FK Rostov,Akhmat Grozny,3,0,H,2.22,3.67,3.22,2.22,3.77,3.39,2.17,3.56,3.2
Russia,Premier League,2023/2024,27/10/2023,17:00,Rubin Kazan,Baltika,1,0,H,2.2,3.26,3.66,2.25,3.31,3.73,2.17,3.19,3.52
Russia,Premier League,2023/2024,28/10/2023,12:00,Fakel Voronezh,Spartak Moscow,2,0,H,3.75,3.63,2.03,4.05,3.75,2.08,3.74,3.54,2.01
Russia,Premier League,2023/2024,28/10/2023,14:30,FK Rostov,Lokomotiv Moscow,1,0,H,2.53,3.74,2.7,2.56,3.9,2.82,2.48,3.66,2.67
Russia,Premier League,2023/2024,28/10/2023,14:30,Krylya Sovetov,Orenburg,1,1,D,2.14,3.71,3.37,2.16,3.85,3.52,2.09,3.63,3.3
Russia,Premier League,2023/2024,28/10/2023,17:00,Zenit,Akhmat Grozny,2,1,H,1.36,5.35,8.55,1.4,5.77,9.8,1.33,5.31,8.61
Russia,Premier League,2023/2024,29/10/2023,11:00,Pari NN,Sochi,1,0,H,2.61,3.04,3.11,2.61,3.27,3.14,2.53,3.06,3
Russia,Premier League,2023/2024,29/10/2023,13:30,Dynamo Moscow,Ural,2,1,H,1.62,4.16,5.59,1.7,4.29,5.59,1.64,3.97,5.16
Russia,Premier League,2023/2024,29/10/2023,16:30,CSKA Moscow,Krasnodar,1,0,H,2.33,3.4,3.23,2.4,3.64,3.23,2.3,3.42,3.03
Russia,Premier League,2023/2024,04/11/2023,13:30,Akhmat Grozny,Fakel Voronezh,1,2,A,1.97,3.55,4.08,2.06,3.68,4.08,2,3.55,3.82
Russia,Premier League,2023/2024,04/11/2023,16:00,Baltika,Zenit,0,2,A,5.29,3.68,1.74,5.91,3.85,1.8,5.23,3.7,1.73
Russia,Premier League,2023/2024,05/11/2023,11:00,Krasnodar,Krylya Sovetov,2,1,H,1.77,3.94,4.62,1.81,4,5,1.77,3.91,4.66
Russia,Premier League,2023/2024,05/11/2023,13:30,CSKA Moscow,Pari NN,3,2,H,1.48,4.34,7.54,1.52,4.53,8,1.47,4.32,7.42
Russia,Premier League,2023/2024,05/11/2023,16:30,Lokomotiv Moscow,Spartak Moscow,1,1,D,2.6,3.6,2.7,2.61,3.66,2.78,2.57,3.59,2.65
Russia,Premier League,2023/2024,06/11/2023,11:00,Orenburg,FK Rostov,1,1,D,2.13,3.84,3.29,2.29,3.91,3.3,2.17,3.82,3.1
Russia,Premier League,2023/2024,06/11/2023,13:30,Ural,Rubin Kazan,0,1,A,2.36,3.19,3.39,2.36,3.41,3.39,2.31,3.23,3.31
Russia,Premier League,2023/2024,06/11/2023,16:30,Sochi,Dynamo Moscow,3,3,D,3.05,3.51,2.38,3.27,3.72,2.38,3.06,3.54,2.3
Russia,Premier League,2023/2024,11/11/2023,11:00,Fakel Voronezh,CSKA Moscow,1,1,D,3.29,3.23,2.38,3.31,3.37,2.43,3.19,3.19,2.34
Russia,Premier League,2023/2024,11/11/2023,11:00,Krylya Sovetov,Ural,3,1,H,2.07,3.43,3.85,2.08,3.66,3.97,2.02,3.44,3.72
Russia,Premier League,2023/2024,11/11/2023,13:30,Lokomotiv Moscow,Akhmat Grozny,2,1,H,1.76,4.05,4.52,1.79,4.19,4.7,1.74,3.94,4.44
Russia,Premier League,2023/2024,11/11/2023,16:30,Zenit,Krasnodar,1,1,D,1.68,4.05,5.15,1.73,4.05,5.75,1.68,3.93,5.09
Russia,Premier League,2023/2024,12/11/2023,11:00,Pari NN,Baltika,0,0,D,2.7,2.87,3.19,2.74,3.13,3.19,2.65,2.88,3.05
Russia,Premier League,2023/2024,12/11/2023,13:30,Dynamo Moscow,Orenburg,2,0,H,1.71,4.41,4.38,1.76,4.53,4.8,1.69,4.25,4.42
Russia,Premier League,2023/2024,12/11/2023,16:00,Sochi,Rubin Kazan,0,2,A,2.26,3.27,3.51,2.26,3.45,3.62,2.2,3.22,3.44
Russia,Premier League,2023/2024,12/11/2023,16:30,Spartak Moscow,FK Rostov,2,1,H,1.93,3.87,3.83,2.03,4.03,4.2,1.94,3.84,3.75
Russia,Premier League,2023/2024,25/11/2023,10:00,Krylya Sovetov,Lokomotiv Moscow,3,3,D,2.6,3.58,2.71,2.62,3.74,2.83,2.51,3.51,2.7
Russia,Premier League,2023/2024,25/11/2023,12:15,Zenit,Sochi,3,0,H,1.3,5.68,11.06,1.36,5.68,11.06,1.31,5.25,9.84
Russia,Premier League,2023/2024,25/11/2023,14:30,CSKA Moscow,Dynamo Moscow,2,3,A,2.22,3.69,3.2,2.25,3.85,3.4,2.18,3.65,3.16
Russia,Premier League,2023/2024,25/11/2023,16:45,Baltika,Spartak Moscow,0,2,A,3.02,3.35,2.48,3.22,3.55,2.6,2.94,3.3,2.44
Russia,Premier League,2023/2024,26/11/2023,09:00,Orenburg,Akhmat Grozny,1,1,D,2.2,4.23,2.93,2.31,4.23,3.3,2.18,3.97,2.93
Russia,Premier League,2023/2024,26/11/2023,11:00,Ural,Krasnodar,3,1,H,3.39,3.31,2.3,3.69,3.49,2.3,3.39,3.31,2.22
Russia,Premier League,2023/2024,26/11/2023,13:30,Rubin Kazan,Fakel Voronezh,1,0,H,2.14,3.12,4.05,2.32,3.22,4.05,2.2,3.07,3.66
Russia,Premier League,2023/2024,26/11/2023,16:00,FK Rostov,Pari NN,1,0,H,1.79,3.56,5.05,1.82,3.75,5.1,1.77,3.53,4.89
Russia,Premier League,2023/2024,02/12/2023,11:00,Fakel Voronezh,Baltika,0,0,D,2.34,2.89,3.83,2.34,3.11,3.85,2.27,2.92,3.73
Russia,Premier League,2023/2024,02/12/2023,13:30,Sochi,Krylya Sovetov,0,2,A,3.16,3.39,2.37,3.25,3.61,2.5,2.97,3.39,2.39
Russia,Premier League,2023/2024,02/12/2023,16:30,Pari NN,Ural,1,0,H,3.11,2.82,2.8,3.11,3.03,2.83,2.95,2.87,2.75
Russia,Premier League,2023/2024,03/12/2023,11:00,CSKA Moscow,FK Rostov,2,0,H,1.88,3.88,4.05,1.95,3.88,4.25,1.88,3.75,3.95
Russia,Premier League,2023/2024,03/12/2023,13:30,Krasnodar,Orenburg,2,1,H,1.64,4.09,5.51,1.66,4.39,5.51,1.62,4.12,5.18
Russia,Premier League,2023/2024,03/12/2023,14:00,Lokomotiv Moscow,Zenit,3,1,H,3.76,3.36,2.13,3.76,3.71,2.13,3.71,3.43,2.09
Russia,Premier League,2023/2024,03/12/2023,16:00,Akhmat Grozny,Spartak Moscow,2,1,H,2.65,3.61,2.64,2.72,3.75,2.69,2.59,3.55,2.61
Russia,Premier League,2023/2024,04/12/2023,16:30,Dynamo Moscow,Rubin Kazan,1,0,H,1.91,3.9,3.93,1.93,3.98,4.3,1.89,3.76,3.94
Russia,Premier League,2023/2024,08/12/2023,16:00,Lokomotiv Moscow,Ural,2,0,H,1.88,3.52,4.55,1.89,3.71,4.66,1.84,3.53,4.42
Russia,Premier League,2023/2024,09/12/2023,11:00,Spartak Moscow,Krylya Sovetov,3,0,H,1.87,3.89,4.11,1.95,3.98,4.15,1.87,3.77,3.91
Russia,Premier League,2023/2024,09/12/2023,13:30,Akhmat Grozny,FK Rostov,0,0,D,2.37,3.43,3.12,2.5,3.64,3.13,2.36,3.4,2.99
Russia,Premier League,2023/2024,09/12/2023,16:45,Zenit,Pari NN,1,0,H,1.29,5.29,13.84,1.31,6.41,16,1.28,5.37,13.66
Russia,Premier League,2023/2024,10/12/2023,11:00,Fakel Voronezh,Dynamo Moscow,1,1,D,3.54,3.48,2.16,3.57,3.57,2.2,3.41,3.4,2.15
Russia,Premier League,2023/2024,10/12/2023,13:30,Sochi,Orenburg,1,1,D,2.06,3.77,3.52,2.14,3.81,3.55,2.06,3.65,3.39
Russia,Premier League,2023/2024,10/12/2023,16:45,Baltika,Rubin Kazan,0,1,A,2.79,2.97,2.96,2.82,3.16,2.96,2.72,2.97,2.85
Russia,Premier League,2023/2024,10/12/2023,16:45,Krasnodar,CSKA Moscow,1,0,H,2.3,3.47,3.21,2.39,3.56,3.35,2.28,3.43,3.15
Russia,Premier League,2023/2024,01/03/2024,16:00,FK Rostov,Krylya Sovetov,2,0,H,2.11,3.47,3.69,2.14,3.47,3.69,2.08,3.39,3.52
Russia,Premier League,2023/2024,02/03/2024,11:00,CSKA Moscow,Orenburg,1,1,D,1.63,4.29,5.25,1.65,4.42,5.91,1.6,4.21,5.28
Russia,Premier League,2023/2024,02/03/2024,13:30,Krasnodar,Rubin Kazan,1,1,D,1.81,3.58,4.86,1.87,3.72,4.9,1.83,3.51,4.65
Russia,Premier League,2023/2024,02/03/2024,16:00,Akhmat Grozny,Ural,1,0,H,2.18,3.25,3.75,2.25,3.43,3.8,2.19,3.22,3.56
Russia,Premier League,2023/2024,02/03/2024,16:30,Zenit,Spartak Moscow,0,0,D,1.7,3.89,5.21,1.75,4.25,5.77,1.69,3.86,5.04
Russia,Premier League,2023/2024,03/03/2024,11:00,Pari NN,Fakel Voronezh,1,1,D,3.1,2.8,2.83,3.1,3.04,2.93,2.93,2.85,2.8
Russia,Premier League,2023/2024,03/03/2024,13:30,Dynamo Moscow,Lokomotiv Moscow,2,1,H,2.38,3.7,2.92,2.39,3.74,3.03,2.34,3.6,2.89
Russia,Premier League,2023/2024,03/03/2024,16:00,Baltika,Sochi,0,0,D,2.74,3.09,2.9,2.79,3.21,3.02,2.67,3.04,2.88
Russia,Premier League,2023/2024,08/03/2024,11:00,Krylya Sovetov,CSKA Moscow,0,2,A,3.21,3.34,2.3,3.21,3.56,2.42,3.09,3.35,2.35
Russia,Premier League,2023/2024,08/03/2024,15:30,FK Rostov,Krasnodar,2,1,H,2.81,3.19,2.75,2.81,3.31,2.85,2.71,3.16,2.76
Russia,Premier League,2023/2024,09/03/2024,11:00,Ural,Zenit,1,4,A,6.03,3.67,1.67,6.03,3.97,1.69,5.76,3.64,1.67
Russia,Premier League,2023/2024,09/03/2024,13:30,Rubin Kazan,Pari NN,0,1,A,2.29,2.94,3.9,2.33,3.21,4.4,2.15,2.99,4.06
Russia,Premier League,2023/2024,09/03/2024,16:00,Dynamo Moscow,Akhmat Grozny,2,0,H,1.9,3.87,4,1.94,4.03,4.47,1.87,3.85,3.98
Russia,Premier League,2023/2024,10/03/2024,11:00,Orenburg,Baltika,1,0,H,2.06,3.49,3.83,2.16,3.52,3.87,2.1,3.37,3.66
Russia,Premier League,2023/2024,10/03/2024,13:30,Lokomotiv Moscow,Sochi,2,2,D,1.78,3.85,4.65,1.83,3.98,4.65,1.79,3.77,4.43
Russia,Premier League,2023/2024,10/03/2024,16:00,Spartak Moscow,Fakel Voronezh,0,2,A,1.71,3.75,5.34,1.77,3.94,5.49,1.73,3.68,5.16
Russia,Premier League,2023/2024,29/03/2024,16:30,Dynamo Moscow,FK Rostov,1,4,A,2.07,3.74,3.46,2.09,3.95,3.64,2.02,3.74,3.48
Russia,Premier League,2023/2024,30/03/2024,11:00,Krylya Sovetov,Zenit,1,1,D,5.06,3.73,1.74,5.29,4.16,1.78,4.99,3.76,1.73
Russia,Premier League,2023/2024,30/03/2024,13:30,Sochi,CSKA Moscow,2,2,D,3.7,3.19,2.19,3.8,3.39,2.24,3.56,3.23,2.17
Russia,Premier League,2023/2024,30/03/2024,14:30,Baltika,Pari NN,2,0,H,2.28,2.94,3.83,2.35,3.16,3.85,2.3,3,3.54
Russia,Premier League,2023/2024,30/03/2024,16:00,Spartak Moscow,Ural,0,0,D,1.51,4.33,6.7,1.56,4.42,7,1.51,4.23,6.54
Russia,Premier League,2023/2024,31/03/2024,12:00,Fakel Voronezh,Orenburg,0,0,D,2.42,3.07,3.34,2.45,3.29,3.43,2.36,3.12,3.28
Russia,Premier League,2023/2024,31/03/2024,14:30,Rubin Kazan,Akhmat Grozny,2,1,H,2.47,3.07,3.24,2.51,3.21,3.33,2.43,3.09,3.16
Russia,Premier League,2023/2024,31/03/2024,17:30,Lokomotiv Moscow,Krasnodar,1,1,D,2.68,3.29,2.77,2.68,3.46,3.09,2.51,3.33,2.87
Russia,Premier League,2023/2024,06/04/2024,12:00,Ural,Krylya Sovetov,1,2,A,2.85,3.05,2.78,2.87,3.31,2.78,2.8,3.06,2.73
Russia,Premier League,2023/2024,06/04/2024,14:30,Pari NN,Krasnodar,3,4,A,4.01,3.18,2.1,4.01,3.39,2.19,3.79,3.2,2.12
Russia,Premier League,2023/2024,06/04/2024,18:00,FK Rostov,Sochi,2,2,D,1.89,3.76,4.05,2.01,3.76,4.3,1.91,3.62,4.01
Russia,Premier League,2023/2024,07/04/2024,12:00,CSKA Moscow,Fakel Voronezh,4,1,H,1.71,3.6,5.59,1.78,3.78,5.6,1.75,3.52,5.27
Russia,Premier League,2023/2024,07/04/2024,14:30,Akhmat Grozny,Lokomotiv Moscow,0,2,A,2.59,3.16,2.98,2.62,3.49,2.98,2.56,3.24,2.87
Russia,Premier League,2023/2024,07/04/2024,14:30,Zenit,Baltika,1,0,H,1.31,5.21,11.46,1.35,5.74,12.5,1.33,5.02,10.42
Russia,Premier League,2023/2024,07/04/2024,17:30,Dynamo Moscow,Spartak Moscow,1,2,A,2.38,3.56,2.95,2.5,3.57,2.99,2.41,3.55,2.89
Russia,Premier League,2023/2024,08/04/2024,15:00,Orenburg,Rubin Kazan,3,0,H,2.19,3.22,3.68,2.27,3.43,3.68,2.23,3.19,3.49
Russia,Premier League,2023/2024,13/04/2024,12:00,Sochi,Spartak Moscow,1,0,H,3.09,3.37,2.39,3.17,3.7,2.42,3.05,3.38,2.36
Russia,Premier League,2023/2024,13/04/2024,14:30,Akhmat Grozny,Baltika,1,7,A,2.07,3.34,3.9,2.19,3.44,3.9,2.12,3.24,3.73
Russia,Premier League,2023/2024,13/04/2024,15:00,Krasnodar,Zenit,1,2,A,3.27,3.25,2.35,3.45,3.45,2.35,3.28,3.27,2.28
Russia,Premier League,2023/2024,13/04/2024,17:30,Lokomotiv Moscow,CSKA Moscow,3,3,D,2.5,3.36,2.94,2.52,3.68,2.95,2.44,3.39,2.9
